ID	Property	原文	英訳	絶対時間	Type	RDF用コメント	修正コメント	
357	対象文	ナンシィは逮捕される	Nancy is arrested.					
357	情報源							
357	hasPredicate	逮捕される	beArrested					
357	Who	ナンシィ	Nancy		Person			
358	対象文	バークリは卑劣な行いをした	Berkeley was a despicable deeds.					
358	情報源							
358	hasPredicate	卑劣な行いをした	play foul					
358	Who	バークリ	Berkeley		Person			
359	対象文	ヘンリは以下を知った	Henry was aware of the following.					
359	情報源							
359	hasPredicate	知った	know					
359	Who	ヘンリ	Henry		Person			
359	What	360	360					
360	対象文	30年間、バークリは罪悪感に苦しんだ	"30 years, Berkeley suffered guilt."					
360	情報源							
360	hasPredicate	苦しんだ	suffer					
360	Who	バークリ	Berkeley		Person			
360	What	罪悪感	guilt		Object			
360	When	30年間	30 years					
361	対象文	ヘンリは満足している	Henry is happy.					
361	情報源							
361	hasProperty	満足している	happy					
361	Who	ヘンリ	Henry		Person			
361	Why	359	359					
362	対象文	マーフィはハドソン街を歩いている	Murphy is walking down the Hudson Street.					
362	情報源							
362	hasPredicate	歩いている	walk					
362	Who	マーフィ	Murphy		Person			
362	Where	ハドソン街	Hudson street		Place			
363	対象文	ホームズはマーフィに水曜日以降の事件の進展を聞きに行った	Holmes went to listen to the progress of the subsequent incident Wednesday Murphy.					
363	情報源							
363	hasPredicate	聞きに行った	ask					
363	Who	ホームズ	Holmes		Person			
363	Whom	マーフィ	Murphy		Person			
363	Why	事件の進展	progress of incedent		Object			
363	When	水曜日以降	1887-07-08 ~					
364	対象文	ホームズとワトソンはマーフィに追いついた	Holmes and Watson caught up with Murphy.					
364	情報源							
364	hasPredicate	追いついた	catch					
364	Who	ホームズとワトソン	Holmes AND Watson		Person			
364	Whom	マーフィ	Murphy		Person			
365	対象文	マーフィは以下を言った	Murphy said the following:.					
365	情報源							
365	hasPredicate	言った	say					
365	Who	マーフィ	Murphy		Person			
365	What	366	366					
366	対象文	バークリは卒中で死んだ	Berkeley died of stroke.					
366	情報源	マーフィの発言	Remark by Murphy					
366	hasPredicate	死んだ	die					
366	Who	バークリ	Berkeley		Person			
366	Why	卒中で	apoplexia		Object		「で」は不要	
367	対象文	ワトソンはホームズにデイヴィドについて尋ねた	Watson was asked about Davide to Holmes.					
367	情報源							
367	hasPredicate	尋ねた	ask					
367	Who	ワトソン	Watson		Person			
367	Whom	ホームズ	Holmes		Person			
367	What	デイヴィド	Davide		Person			
368	対象文	ホームズは以下を言った	Holmes said the following:.					
368	情報源							
368	hasPredicate	言った	say					
368	Who	ホームズ	Holmes		Person			
368	What	"369,370,371,372,373"	"369,370,371,372,373"					
369	対象文	デイヴィドは旧約聖書において、ダビデである	"Davide in the Old Testament, is David."					
369	情報源	ホームズの発言	Remark by Holmes					
369	hasPredicate	equalTo	equalTo					
369	Who	デイヴィド	Davide		Person			
369	What	ダビデ	David		Person			
369	Where	旧約聖書	Old Testament		Object			
370	対象文	時々、デイヴィドは罪を犯す	"Sometimes, Davide is sin."					
370	情報源	ホームズの発言	Remark by Holmes					
370	hasPredicate	犯す	commit					
370	Who	デイヴィド	Davide		Person			
370	How	時々	sometimes					
370	What	罪	crime		Object			
371	対象文	デイヴィドとバークリは同じ種類の罪を犯した	Davide and Berkeley had committed the same type of crime.					
371	情報源	ホームズの発言	Remark by Holmes					
371	hasPredicate	犯した	commit					
371	Who	デイヴィド	Davide		Person			
371	Who	バークリ	Berkeley		Person			
371	What	同じ種類の罪	same type of crime		Object			
372	対象文	デイヴィドの罪はウリヤとバト・シェバの挿話でわかる	Davide of sin is seen in episodes of Uriah and Bathsheba.					
372	情報源	ホームズの発言	Remark by Holmes					
372	hasPredicate	わかる	exist					
372	Who	デイヴィドの罪	crime of Davide		Object			
372	Where	ウリヤとバト・シェバの挿話	episode of Uriah and Bathsheba		Object			
373	対象文	ウリヤとバト・シェバの挿話はサムエル前書か後書にある	Episodes of Uriah and Bathsheba is in the Postscript written before Samuel.					
373	情報源	ホームズの発言	Remark by Holmes					
373	hasPredicate	ある	exist					
373	Who	ウリヤとバト・シェバの挿話	episode of Uriah and Bathsheba		Object			
373	What	サムエル前書	preface of Samuel		Object			
373	What	サムエル後書	postscript of Samuel		Object			
