ID	Property	原文	英訳	絶対時間	Type	RDF用コメント	修正コメント	修正作業
358	What	ワトソン	Watson					
359	対象文	モーティマーは暖炉へ毒薬を放り込んだ	Mortimer dumped poison into the fireplace					
359	情報源	ホームズの発言	statement of Holmes					
359	hasPredicate	放り込んだ	dump					
359	Who	モーティマー	Mortimer					
359	To	暖炉	fireplace					
359	What	毒薬	poison					
360	対象文	事件1は彼の退出後に起こった	Case 1 happened after his exit					
360	情報源	ホームズの発言	statement of Holmes					
360	hasPredicate	起こった	happen					
360	Who	事件1	Case 1					
360	When	彼の退出後	After his exit				2文に分けては？	
361	対象文	オーウェンとジョージとブレンダはテーブルを立つ	Owen and George and Brenda stand at a table					
361	情報源	ホームズの発言	statement of Holmes					
361	hasPredicate	立つ	stand					
361	Who	ジョージ	George					
361	Who	ブレンダ	Brenda					
361	Who	オーウェン	Owen					
361	What	テーブル	table					
361	if	362	362					
362	対象文	もし、他人が部屋に入ってくる	If others come into the room					if
362	情報源	ホームズの発言	statement of Holmes					
362	hasPredicate	入ってくる	enter					
362	Who	他人	others					
362	To	部屋	room					
363	対象文	コーンワルで、夜10時以降に訪問客は来ない	No visitors at 10 o'clock in Cornwall					
363	情報源	ホームズの発言	statement of Holmes					
363	hasPredicate	来ない	notCome					
363	Who	訪問客	Visitor					
363	When	10時以降	After 10 o'clock					
363	Where	コーンワル	Cornwall					
364	対象文	すべての証拠がモーティマーの犯行を示す	All evidence shows Mortimer's offense				モーティマーが犯人である why 証拠，とか？	
364	情報源	ホームズの発言	statement of Holmes					
364	hasPredicate	示す	show					
364	Who	すべての証拠	All the evidence					
364	What	モーティマーの犯行	offense of Mortimer					
365	対象文	ワトソンは以下を言った	Watson said the following					
365	情報源							
365	hasPredicate	言った	say					
365	Who	ワトソン	Watson					
365	What	366	366					
366	対象文	モーティマーの死因は自殺である	Mortimer's cause of death is suicide					
366	情報源	ワトソンの発言	Watson's remarks					
366	hasProperty	自殺である	suicide					
366	Who	モーティマーの死因	reason of death of Mortimer			MOD	死因なくてもいいかも？	
367	対象文	ホームズは以下を言った	Holmes said the following					
367	情報源							
367	hasPredicate	言った	say					
367	Who	ホームズ	Holmes					
367	What	368-374	368-374					
368	対象文	モーティマーの死因は自殺かもしれない	Mortimer's cause of death may be suicide					
368	情報源	ホームズの発言	statement of Holmes					
368	hasPredicate	自殺かもしれない	suicide					
368	Who	モーティマーの死因	reason of death of Mortimer			MOD	死因なくてもいいかも？	
369	対象文	モーティマーは以下に罪悪感を抱いたかもしれない	Mortimer may have felt guilty of					
369	情報源	ホームズの発言	statement of Holmes					
369	hasPredicate	抱いたかもしれない	feel					
369	Who	モーティマー	Mortimer					
369	What	370	370					370
369	What	罪悪感	Sense of guilt					
370	対象文	モーティマーは肉親を破滅させた	Mortimer ruined his immediate family					
370	情報源	ホームズの発言	statement of Holmes					
370	hasPredicate	破滅させた	ruin					
370	Who	モーティマー	Mortimer					
370	What	肉親	Immediate family					
371	対象文	モーティマーは後悔によって自殺したかもしれない	Mortimer may have committed suicide due to regret					
371	情報源	ホームズの発言	statement of Holmes					
371	hasPredicate	自殺したかもしれない	ruin					
371	Who	モーティマー	Mortimer					
371	Why	後悔によって	regret			MOD		Why
371	However	372	372					
372	対象文	しかし、反対の根拠が存在する	But the opposite ground exists					however
372	情報源	ホームズの発言	statement of Holmes					
372	hasPredicate	存在する	exist					
372	Who	反対の根拠	Opposite reason			MOD		
373	対象文	スタンデールは根拠を知っている	Standale knows the grounds					
373	情報源	ホームズの発言	statement of Holmes					
373	hasPredicate	知っている	know					
373	Who	スタンデール	Standale					
373	What	根拠	Ground				反対の根拠，で上と合わせては？	
374	対象文	今日の午後、スタンデールを呼んだ	I called Standale this afternoon					
374	情報源	ホームズの発言	statement of Holmes					
374	hasPredicate	呼んだ	call					
374	What	スタンデール	Standale					
374	When	今日の午後	This afternoon					
375	対象文	1時間前に、スタンデールはホームズのメモを受け取った	An hour ago, Standale received Holmes' notes					
375	情報源							
375	hasPredicate	受け取った	receive					
375	When	1時間前	1 hour ago					
375	Who	スタンデール	Standale					
375	What	ホームズのメモ	note of Holmes			MOD		
376	対象文	ホームズは以下を言った	Holmes said the following					
376	情報源							
376	hasPredicate	言った	say					
376	Who	ホームズ	Holmes					
376	What	377-411	377-411					
377	対象文	スタンデールは所持品をアフリカに送った	Standale sent his belongings to Africa					
377	情報源	ホームズの発言	statement of Holmes					
377	hasPredicate	送った	send					
377	Who	スタンデール	Standale					
377	What	所持品	Possession					
377	To	アフリカ	Africa					
377	then	378	378					
378	対象文	そして、スタンデールはプリマスから引き返した	And Standale turned back from Plymouth					then
378	情報源	ホームズの発言	statement of Holmes					
378	hasPredicate	引き返した	return					
378	Who	スタンデール	Standale					
378	From	プリマス	Plymouth					
379	対象文	スタンデールが事件の要素である	Standale is an element of the incident					
379	情報源	ホームズの発言	statement of Holmes					
379	hasProperty	事件の要素である	Element of the case					
379	Who	スタンデール	Standale					
380	対象文	スタンデールはポルデュー湾のコテージに来た	Standale came to a cottage in the Pordeux Bay					
380	情報源	ホームズの発言	statement of Holmes					
380	hasPredicate	来た	come					
380	Who	スタンデール	Standale					
380	To	ポルデュー湾のコテージ	cottage of Pordeux Bay			MOD		
380	then	381	381					
381	対象文	スタンデールはホームズに容疑者を尋ねた	Standale asked Holmes for the suspect					
381	情報源	ホームズの発言	statement of Holmes					
381	hasPredicate	尋ねた	ask					
381	Who	スタンデール	Standale					
381	Whom	ホームズ	Holmes					
381	What	容疑者	Suspect					
381	then	382	382					
382	対象文	ホームズは容疑者を答えなかった	Holmes did not answer the suspect					
382	情報源	ホームズの発言	statement of Holmes					
382	hasPredicate	答えなかった	notAnswer					
382	Who	ホームズ	Holmes					
382	What	容疑者	Suspect					
382	then	383	383					
383	対象文	そして、スタンデールは牧師館に行った	And Standale went to the pastor					then
383	情報源	ホームズの発言	statement of Holmes					
383	hasPredicate	行った	go					
383	Who	スタンデール	Standale					
383	To	牧師館	pastoral hall			MOD		
383	then	384	384					
384	対象文	スタンデールは外で待った	Standale waited outside					
384	情報源	ホームズの発言	statement of Holmes					
384	hasPredicate	待った	wait					
384	Who	スタンデール	Standale					
384	Where	外	Outside				牧師館のそば，とか？	
384	then	385	385					
385	対象文	スタンデールはコテージに戻った	Standale returned to the cottage					
385	情報源	ホームズの発言	statement of Holmes					
385	hasPredicate	戻った	return					
385	Who	スタンデール	Standale					
385	To	コテージ	Cottage				then 386?	
386	対象文	スタンデールはコテージで眠れなかった	Standale couldn't sleep in the cottage					
386	情報源	ホームズの発言	statement of Holmes					
386	hasPredicate	眠れなかった	cannotSleep					
386	Who	スタンデール	Standale					
386	Where	コテージ	Cottage				at the same time 387?	
387	対象文	スタンデールは計画を練った	Standale made a plan					
387	情報源	ホームズの発言	statement of Holmes					
387	hasPredicate	練った	knead					
387	Who	スタンデール	Standale					
387	What	計画	plan					
388	対象文	朝早く、スタンデールは計画を実行した	Early in the morning, Standale implemented the plan					
388	情報源	ホームズの発言	statement of Holmes					
388	hasPredicate	実行した	execute					
388	Who	スタンデール	Standale					
388	When	朝早く	early morning					
388	What	計画	plan					
390	対象文	日が昇る頃に、スタンデールは部屋を出た	By the time the sun rose, Standale left the room					
390	情報源	ホームズの発言	statement of Holmes					
390	hasPredicate	出た	go					
390	When	日が昇る頃	When the sun rises				朝では？	
390	Who	スタンデール	Standale					
390	What	部屋	room				then 391?	
391	対象文	スタンデールはポケットに赤砂利を詰めた	Standale stuffed red gravel in his pocket					
391	情報源	ホームズの発言	statement of Holmes					
391	hasPredicate	詰めた	stuff					
391	Who	スタンデール	Standale					
391	To	ポケット	pocket					
391	What	赤砂利	Red gravel					
391	then	393	393					
392	対象文	赤砂利は門のそばにあった	Red gravel was by the gate					
392	情報源	ホームズの発言	statement of Holmes					
392	hasPredicate	あった	exist					
392	Who	赤砂利	Red gravel					
392	Near	門	gate					
393	対象文	そして、スタンデールは牧師館へ向かった	And then Standale went to the pastor					then
393	情報源	ホームズの発言	statement of Holmes					
393	hasPredicate	向かった	go					
393	Who	スタンデール	Standale					
393	To	牧師館	pastoral hall			MOD	then 395?	To
394	対象文	スタンデールはテニスシューズをはいていた	Standale wore tennis shoes				at the same time 393?	
394	情報源	ホームズの発言	statement of Holmes					
394	hasPredicate	はいていた	wear					
394	Who	スタンデール	Standale					
394	What	テニスシューズ	Tennis shoes					
395	対象文	スタンデールはモーティマーの窓の下に行った	Standale went under the window of Mortimer					
395	情報源	ホームズの発言	statement of Holmes					
395	hasPredicate	行った	go					
395	Who	スタンデール	Standale				then 397?	
395	To	モーティマーの窓の下	window of Mortimer			MOD	Under？	
396	対象文	家人は活動していなかった	The family was not active				at the same time 395?	
396	情報源	ホームズの発言	statement of Holmes					
396	hasPredicate	活動していなかった	notAct					
396	Who	家人	Family				誰を指すのか難しい．．．	
397	対象文	スタンデールはポケットから砂利を取り出した	Standale took gravel out of his pocket					
397	情報源	ホームズの発言	statement of Holmes					
397	hasPredicate	取り出した	takeOut					
397	Who	スタンデール	Standale					
397	From	ポケット	pocket					
397	What	砂利	gravel				then 398?	
398	対象文	スタンデールは寝室の窓に投げつけた	Standale threw into the bedroom window					
398	情報源	ホームズの発言	statement of Holmes					
398	hasPredicate	投げつけた	throw					
398	Who	スタンデール	Standale					
398	To	寝室の窓	window of Bedroom			MOD	then 399?	
399	対象文	モーティマーがやってきた	Mortimer came					
399	情報源	ホームズの発言	statement of Holmes					
399	hasPredicate	やってきた	come					
399	Who	モーティマー	Mortimer				then 400?	
400	対象文	スタンデールは以下を合図した	Standale signaled that					
400	情報源	ホームズの発言	statement of Holmes					
400	hasPredicate	合図した	signal					
400	Who	スタンデール	Standale					
400	What	401	401				then 402?	
401	対象文	モーティマーが降りてくる	Mortimer comes down					
401	情報源	スタンデールの合図	Standale's Sign					
401	hasPredicate	降りてくる	go					
401	Who	モーティマー	Mortimer					
402	対象文	モーティマーは急いで服を着た	Mortimer got dressed quickly					
402	情報源	ホームズの発言	statement of Holmes					
402	hasPredicate	着た	wear					
402	Who	モーティマー	Mortimer					
402	How	急いで	Quickly					How
402	What	服	clothes				then 403?	
403	対象文	モーティマーは居間に降りた	Mortimer got down into the living room					
403	情報源	ホームズの発言	statement of Holmes					
403	hasPredicate	降りた	go					
403	Who	モーティマー	Mortimer					
403	To	居間	Living room				then 404?	
404	対象文	スタンデールは窓から入った	Standale came in through the window					
404	情報源	ホームズの発言	statement of Holmes					
404	hasPredicate	入った	enter					
404	Who	スタンデール	Standale					
404	From	窓	window				庭から居間へ？	
404	then	405	405					
405	対象文	スタンデールは部屋を徘徊した	Standale looked at the room					
405	情報源	ホームズの発言	statement of Holmes					
405	hasPredicate	徘徊した	wander					
405	Who	スタンデール	Standale					
405	What	部屋	room					
405	then	406	406					
406	対象文	それから、スタンデールは部屋を出た	Then Standale left the room					then
406	情報源	ホームズの発言	statement of Holmes					
406	hasPredicate	出た	go					
406	Who	スタンデール	Standale					
406	What	部屋	room				then 407?	
407	対象文	スタンデールは窓を閉めた	Standale closed the window					
407	情報源	ホームズの発言	statement of Holmes					
407	hasPredicate	閉めた	close					
407	Who	スタンデール	Standale					
407	What	窓	window				then 408?	
408	対象文	スタンデールは芝生で立ちつくした	Standale stood on the grass					
408	情報源	ホームズの発言	statement of Holmes					
408	hasPredicate	立ちつくした	stand					
408	Who	スタンデール	Standale				then 409?	
408	Where	芝生	lawn				庭？	
409	対象文	スタンデールは部屋の中を観察した	Standale observed the room					
409	情報源	ホームズの発言	statement of Holmes					
409	hasPredicate	観察した	observe					
409	Who	スタンデール	Standale				then 410?	
409	What	部屋の中	In the room				部屋，では？	
410	対象文	最後に、スタンデールは引き上げていった	Finally, Standale pulled up					
410	情報源	ホームズの発言	statement of Holmes					
410	hasPredicate	引き上げていった	return					
410	Who	スタンデール	Standale					
410	When	最後	last				thenで前と繋いでは？	
411	対象文	モーティマーが死んだ	Mortimer died					after
411	情報源	ホームズの発言	statement of Holmes					
411	hasPredicate	死んだ	die					
411	Who	モーティマー	Mortimer					
411	after	410	410					
412	対象文	スタンデールは以下を言った	Standale said					
412	情報源							
412	hasPredicate	言った	say					
412	Who	スタンデール	Standale					
412	What	413-427	413-427					
413	対象文	スタンデールは何年もブレンダを愛してきた	Standale has loved Brenda for years					
413	情報源	スタンデールの発言	Standale's remarks					
413	hasPredicate	愛してきた	love					
413	Who	スタンデール	Standale					
413	What	ブレンダ	Brenda					
413	When	何年	What year				何年？	
413	therefore	415	415					
414	対象文	ブレンダは何年もスタンデールを愛してきた	Brenda has loved Standale for many years					
414	情報源	スタンデールの発言	Standale's remarks					
414	hasPredicate	愛してきた	love					
414	Who	ブレンダ	Brenda					
414	What	スタンデール	Standale					
414	When	何年	What year				何年？	
414	therefore	415	415					
415	対象文	そのため、スタンデールはコーンワルで隠遁した	Therefore, Standale was metaphorized in Cornwall					thefore
415	情報源	スタンデールの発言	Standale's remarks					
415	hasPredicate	隠遁した	hideAway				住んだ，くらいでは？	
415	Who	スタンデール	Standale					
415	Where	コーンワル	Cornwall					
416	対象文	スタンデールは結婚をできなかった	Standale couldn't get married					
416	情報源	スタンデールの発言	Standale's remarks					
416	hasPredicate	できなかった	cannotMarry					
416	Who	スタンデール	Standale					
416	What	結婚	marriage					
417	対象文	スタンデールは前妻を持っていた	Standale had a former wife					
417	情報源	スタンデールの発言	Standale's remarks					
417	hasPredicate	持っていた	have					
417	Who	スタンデール	Standale					
417	What	前妻	Former wife					
418	対象文	前妻は何年も前に出ていった	My ex-wife came out many years ago					
418	情報源	スタンデールの発言	Standale's remarks					
418	hasPredicate	出ていった	go					
418	Who	前妻	Former wife					
418	When	何年も前	Many years ago					
419	対象文	イギリスの法律のため、スタンデールは離婚ができない	Standale can not divorce because of English law					
419	情報源	スタンデールの発言	Standale's remarks					
419	hasPredicate	離婚できない	cannotDivorce					
419	Who	スタンデール	Standale					
419	Why	イギリスの法律のため	laws of United Kingdom			MOD		Why
420	対象文	ブレンダは何年も結婚を待った	Brenda has been waiting for marriage for years					
420	情報源	スタンデールの発言	Standale's remarks					
420	hasPredicate	待った	wait					
420	Who	ブレンダ	Brenda					
420	What	結婚	marriage					
420	When	何年	What year					
421	対象文	スタンデールも何年も結婚を待った	Standale also waited for marriage for years					
421	情報源	スタンデールの発言	Standale's remarks					
421	hasPredicate	待った	wait					
421	Who	スタンデール	Standale					
421	What	結婚	marriage					
421	When	何年	What year					
422	対象文	ラウンドヘイは上記を知っていた	Roundhaye knew above					
422	情報源	スタンデールの発言	Standale's remarks					
422	hasPredicate	知っていた	know					
422	Who	ラウンドヘイ	Roundhay					
422	What	413-421	413-421					文番号
423	対象文	スタンデールとブレンダはラウンドヘイを信頼していた	Standale and Brenda trusted Roundhay					
423	情報源	スタンデールの発言	Standale's remarks					
423	hasPredicate	信頼していた	trust					
423	Who	スタンデール	Standale					
423	Who	ブレンダ	Brenda					
423	What	ラウンドヘイ	Roundhay					
424	対象文	ラウンドヘイは以下を言った	Roundhay said the following					
424	情報源	スタンデールの発言	Standale's remarks					
424	hasPredicate	言った	say					
424	Who	ラウンドヘイ	Roundhay					
424	What	以下	Less than				425?	
425	対象文	ブレンダは天使である	Brenda is an angel					
425	情報源	ラウンドヘイの発言	Remark by Roundhay					
425	hasPredicate	である	equalTo					
425	What	天使	Angel					
425	Who	ブレンダ	Brenda					
426	対象文	それで、ラウンドヘイはスタンデールに電報を送った	So, Roundhay sent a call to Standale					
426	情報源	スタンデールの発言	Standale's remarks					
426	hasPredicate	送った	send					
426	Who	ラウンドヘイ	Roundhay					
426	Whom	スタンデール	Standale					
426	What	電報	telegram				because 424?	
427	対象文	スタンデールは帰ってきた	Standale is back					
427	情報源	スタンデールの発言	Standale's remarks					
427	hasPredicate	帰ってきた	return					
427	Who	スタンデール	Standale				then 428?	
428	対象文	スタンデールは紙包みをとりだした	Standale took out the paper packet					
428	情報源							
428	hasPredicate	とりだした	takeOut					
428	Who	スタンデール	Standale					
428	What	紙包み	Paper package				then 429?	
429	対象文	スタンデールは紙包みをテーブルの上に置いた	Standale put a paper packet on the table					
429	情報源							
429	hasPredicate	置いた	put					
429	Who	スタンデール	Standale					
429	What	紙包み	Paper package					
429	On	テーブル	table					
430	対象文	紙包みは、Radix pedis diaboliと書かれていた	Paper parcel was written as Radix pedis diaboli					
430	情報源							
430	hasPredicate	書かれていた	beWritten					
430	Who	紙包み	Paper package					
430	What	Radix pedis diaboli	Radix pedis diaboli					
431	対象文	紙包みは、毒薬ラベルを貼られていた	Paper parcel was labeled with poison					
431	情報源							
431	hasPredicate	貼られていた	bePasted					
431	Who	紙包み	Paper package					
431	What	毒薬ラベル	Poison label					
432	対象文	薬物は魔足根である	The drug is a magic foot					
432	情報源	スタンデールの発言	Standale's remarks					
432	hasPredicate	である	equalTo					
432	What	魔足根	Magic foot					
432	Who	薬物	Drug					
433	対象文	ヨーロッパには、魔足根の見本はない	In Europe, there is no model of the magic foot					
433	情報源	スタンデールの発言	Standale's remarks					
433	hasPredicate	ない	notExist				ない	
433	Where	ヨーロッパ	Europe					
433	Who	魔足根の見本	sample of magic foot			MOD		
434	対象文	魔足根の見本は薬局や毒物学の文献に出ていない	No demonstrative sample has been published in pharmacy or toxicology literature					
434	情報源	スタンデールの発言	Standale's remarks					
434	hasPredicate	出ていない	notExist					
434	Who	魔足根の見本	sample of magic foot			MOD		
434	What	薬局や毒物学の文献に	literature of pharmacy AND literature of toxicology 			MOD	「に」は不要	
435	対象文	粉薬が紙包みに入っていた	Powder medicine was in the paper package					
435	情報源							
435	hasPredicate	入っていた	exist					
435	Who	粉薬	Powder medicine					
435	Where	紙包みの中に	paper packet					
436	対象文	スタンデールはオーウェンとジョージと仲良かった	Standale got along well with Owen and George					
436	情報源	スタンデールの発言	Standale's remarks					
436	hasPredicate	だった	equalTo					
436	What	仲良し	Good friends					
436	Who	スタンデール	Standale					
436	Who	オーウェン	Owen					
436	Who	ジョージ	George					
437	対象文	モーティマーは兄弟と仲直りしていた	Mortimer had made up with his brother					
437	情報源	スタンデールの発言	Standale's remarks					
437	hasPredicate	仲直りしていた	become					
437	What	仲直り	Good friends					
437	Who	モーティマー	Mortimer					
437	Whom	兄弟	Brother					
437	then	438	438					
438	対象文	その後、スタンデールはオーウェンとジョージとモーティマーと会っていた	Standale then met with Owen, George and Mortimer					
438	情報源	スタンデールの発言	Standale's remarks					
438	hasPredicate	会っていた	meet					
438	Who	スタンデール	Standale					
438	Whom	オーウェン	Owen					
438	Whom	ジョージ	George					
438	Whom	モーティマー	Mortimer					
439	対象文	2週間前、モーティマーがスタンデールのコテージにやってきた	Two weeks ago, Mortimer came to a cottage in Standale					
439	情報源	スタンデールの発言	Standale's remarks					
439	hasPredicate	やってきた	come					
439	Who	モーティマー	Mortimer					
439	To	スタンデールのコテージ	cottage of Standale			MOD	「に」は不要	
439	When	2週間前	2 weeks ago					
440	対象文	スタンデールはアフリカの珍品の一部を見せた	Standale showed off some of Africa's curiosities					
440	情報源	スタンデールの発言	Standale's remarks					
440	hasPredicate	見せた	show					
440	Who	スタンデール	Standale					
440	What	アフリカの珍品の一部	rare object of Africa			MOD		
441	対象文	粉薬はアフリカの珍品の一部だった	Powdered medicine was part of a rarity in Africa					
441	情報源	スタンデールの発言	Standale's remarks					
441	hasProperty	だった	equalTo					
441	Who	粉薬はアフリカの珍品の一部だった	Powder medicine			MOD		
441	What	アフリカの珍品の一部	rare object of Africa			MOD		
442	対象文	そして、スタンデールはモーティマーに粉薬の性質を教えた	And Standale taught Mortimer the nature of powder medicine					
442	情報源	スタンデールの発言	Standale's remarks					
442	hasPredicate	教えた	tell					
442	Who	スタンデール	Standale					
442	Whom	モーティマー	Mortimer					
442	What	粉薬の性質	Nature of powder medicine					
443	対象文	スタンデールは以下をモーティマーに教えた	Standale taught Mortimer:					
443	情報源							
443	hasPredicate	教えた	tell					
443	Who	スタンデール	Standale					
443	What	以下	Less than				444?	
443	To	モーティマー	Mortimer			MOD	"「に」は不要		
英訳も変更"	
444	対象文	ヨーロッパ化学は魔足根を検出しない	European chemistry does not detect the magic foot					
444	情報源	スタンデールの発言	Standale's remarks					
444	hasPredicate	検出しない	notDetect					
444	Who	ヨーロッパ化学	European chemistry					
444	What	魔足根	Magic foot					
445	対象文	モーティマーはスタンデールに熱心に質問していた	Mortimer was keen to ask Standale					
445	情報源	スタンデールの発言	Standale's remarks					
445	hasPredicate	質問していた	question					
445	Who	モーティマー	Mortimer					
445	Whom	スタンデール	Standale					
445	How	熱心に	Eagerly					How
446	対象文	電報を受け取るまで、スタンデールは上記を考えなかった	Standale did not think above until he received a telegram					
446	情報源	スタンデールの発言	Standale's remarks					
446	hasPredicate	考えなかった	notThink					
446	Who	スタンデール	Standale					
446	When	電報を受け取るまで	receive of telegram			MOD	2分に分けては？when 電報を受け取る，スタンデール考えた，とか？	
446	What	439-445	439-445					
447	対象文	スタンデールは以下を推測した	Standale guessed that					
447	情報源							
447	hasPredicate	推測した	guess					
447	Who	スタンデール	Standale					
447	What	448	448					
448	対象文	モーティマーは以下を思った	Mortimer thought that					
448	情報源	スタンデールの推測	Standale's guess					
448	hasPredicate	思った	think					
448	Who	モーティマー	Mortimer					
448	What	449-451	449-451					
449	対象文	スタンデールが海にでた	Standale went to the sea					
449	情報源	モーティマーの考え	Mortimer's thoughts					
449	hasPredicate	でた	go					
449	Who	スタンデール	Standale					
449	Where	海	Sea					
449	before	450	450					
450	対象文	スタンデールが知らせを受け取る	Standale receives the news					before（受け取る前に）
450	情報源	モーティマーの考え	Mortimer's thoughts					
450	hasPredicate	受け取る	receive					
450	Who	スタンデール	Standale					
450	What	知らせ	Information					
451	対象文	スタンデールは数年間、アフリカをさまよう	Standale wanders Africa for several years					
451	情報源	スタンデールの発言	Standale's remarks					
451	hasPredicate	さまよう	wander					
451	Who	スタンデール	Standale					
451	Where	アフリカ	Africa					
451	When	数年間	For several years					
452	対象文	スタンデールは以下を思った	Standale thought that					
452	情報源							
452	hasPredicate	思った	think					
452	Who	スタンデール	Standale					
452	What	453	453					
453	対象文	魔足根が使われた	The magic foot was used					
453	情報源	スタンデールの推測	Standale's guess					
453	hasPredicate	使われた	beUsed					
453	Who	魔足根	Magic foot					
454	対象文	スタンデールはポルデュー湾のコテージにきた	Standale came to a cottage in the Pordeux Bay					
454	情報源	スタンデールの発言	Standale's remarks					
454	hasPredicate	きた	come					
454	Who	スタンデール	Standale					
454	To	ポルデュー湾のコテージに	cottage of Pordeux Bay			MOD	「に」は不要	
455	対象文	スタンデールはホームズと会った	Standale met Holmes					
455	情報源	スタンデールの発言	Standale's remarks					
455	hasPredicate	会った	meet					
455	Who	スタンデール	Standale					
455	Whom	ホームズ	Holmes					
456	対象文	スタンデールは別解釈を確かめた	Standale confirmed another interpretation					
456	情報源	スタンデールの発言	Standale's remarks					
456	hasPredicate	確かめた	check					
456	Who	スタンデール	Standale					
456	What	別解釈	Another interpretation					
456	However	457	457					
457	対象文	しかし、別解釈はなかった	But there was no other interpretation					
457	情報源	スタンデールの発言	Standale's remarks					
457	hasPredicate	なかった	notExist					
457	Who	別解釈	Another interpretation					
458	対象文	スタンデールは以下を推測した	Standale guessed that					
458	情報源	スタンデールの発言	Standale's remarks					
458	hasPredicate	推測した	guess					
458	Who	スタンデール	Standale					
458	What	459, 460	459, 460					
459	対象文	お金のため、モーティマーが殺した	Mortimer killed for money					
459	情報源	スタンデールの推測	Standale's guess					
459	hasPredicate	殺した	kill					
459	Who	モーティマー	Mortimer					
459	Why	お金のため	money			MOD		Why
460	対象文	モーティマーは以下を思った	Mortimer thought that					
460	情報源	スタンデールの推測	Standale's guess					
460	hasPredicate	思った	think					
460	Who	モーティマー	Mortimer					
460	What	461-462	461-462					
461	対象文	モーティマーは共有財産の独占管理者になる	Mortimer Becomes Exclusive Manager of Shared Property				モーティマーは財産を独占する，では？	
461	情報源	モーティマーの考え	Mortimer's thoughts					
461	hasPredicate	なる	become					
461	Who	モーティマー	Mortimer					
461	Whom	共有財産の独占管理者	Exclusive manager of shared property					
461	if	462	462					
462	対象文	もし、肉親が精神異常者になる	If your parents become mentally ill					if
462	情報源	モーティマーの考え	Mortimer's thoughts					
462	hasPredicate	なる	become					
462	Who	肉親	Immediate family					
462	What	精神異常者	mentally ill			MOD	「に」は不要	
463	対象文	モーティマーは魔足根でオーウェンとジョージの理性を吹き飛ばした	Mortimer blew off Owen and George's reasoning at the foot of the demon					
463	情報源	スタンデールの発言	Standale's remarks					
463	hasPredicate	吹き飛ばした	blowAway					
463	Who	モーティマー	Mortimer					
463	How	魔足根	Magic foot				By？	How
463	What	オーウェンとジョージの理性	control of Owen AND control of George			MOD		
464	対象文	モーティマーはブレンダを殺した	Mortimer killed Brenda					
464	情報源	スタンデールの発言	Standale's remarks					
464	hasPredicate	殺した	kill					
464	Who	モーティマー	Mortimer					
464	What	ブレンダ	Brenda					
465	対象文	スタンデールは真相が分かっている	Standale knows the truth					
465	情報源	スタンデールの発言	Standale's remarks					
465	hasPredicate	分かっている	know					
465	Who	スタンデール	Standale					
465	Who	真相	truth				What	
466	対象文	スタンデールは以下を疑った	Standale suspected the following					
466	情報源	スタンデールの発言	Standale's remarks					
466	hasPredicate	疑った	suspect					
466	Who	スタンデール	Standale					
466	What	467	467					
467	対象文	陪審員が空想じみた物語を信じる	I believe in a story that a jury has fancy					
467	情報源	スタンデールの発言	Standale's remarks					
467	hasPredicate	信じる	believe					
467	Who	陪審員	Jury member					
467	What	空想じみた物語	fantasy story			MOD		
468	対象文	失敗は困る	Failure is troubled				この文は必要ないかも？	
468	情報源	スタンデールの発言	Standale's remarks					
468	hasPredicate	困る	upset					
468	Who	失敗	Failure					
469	対象文	スタンデールの心が復讐を叫んでいた	Standale's heart was screaming revenge				スタンデールは復習を望む、くらい？	
469	情報源	スタンデールの発言	Standale's remarks					
469	hasPredicate	叫んでいた	shout					
469	Who	スタンデールの心	heart of Standale			MOD		
469	What	復讐	revenge					
470	対象文	スタンデールは以下を決断した	Standale made the following decisions					
470	情報源	スタンデールの発言	Standale's remarks					
470	hasPredicate	決断した	decide					
470	Who	スタンデール	Standale					
470	What	471	471				because 466,469?	
471	対象文	モーティマーはオーウェンとジョージとブレンダと同じ運命になる	Mortimer gets the same fate as Owen, George and Brenda				モとオとジとブは同じ運命を持つ，では？	
471	情報源	スタンデールの発言	Standale's remarks					
471	hasPredicate	なる	become					
471	Who	モーティマー	Mortimer					
471	What	オーウェンとジョージとブレンダと同じ運命に	same fate of Owen AND same fate of  George AND same fate of  Brenda			MOD		
472	対象文	スタンデールはモーティマーの罪をモーティマーに告げた	Standale told Mortimer the crime of Mortimer					
472	情報源	スタンデールの発言	Standale's remarks					
472	hasPredicate	告げた	tell					
472	Who	スタンデール	Standale					
472	Whom	モーティマー	Mortimer					
472	What	モーティマーの罪	guilt of Mortimer			MOD		
473	対象文	スタンデールは以下を言った	Standale said					
473	情報源							
473	hasPredicate	言った	say					
473	Who	スタンデール	Standale					
473	What	474-486	474-486					
474	対象文	スタンデールは裁判官である	Standale is a judge					
474	情報源	スタンデールの発言	Standale's remarks					
474	hasPredicate	である	equalTo					
474	What	裁判官	Judge					
474	Who	スタンデール	Standale					
475	対象文	スタンデールは死刑執行人である	Standale is the executioner					
475	情報源	スタンデールの発言	Standale's remarks					
475	hasPredicate	である	equalTo					
475	What	死刑執行人	Executioner					
475	Who	スタンデール	Standale					
476	対象文	モーティマーはリボルバーを見た	Mortimer saw a revolver					
476	情報源	スタンデールの発言	Standale's remarks					
476	hasPredicate	見た	see					
476	Who	モーティマー	Mortimer					
476	What	リボルバー	revolver				then 477?	
477	対象文	モーティマーは麻痺した	Mortimer was paralyzed					
477	情報源	スタンデールの発言	Standale's remarks					
