ID	Property	原文	英訳	絶対時間	Type	RDF用コメント	修正コメント	修正作業		
427	Who	ホームズ	Holmes		Person					
427	What	ホズマ	Hozma		Person					
428	対象文	ホームズは以下を言った	Holmes said the following							
428	情報源									
428	hasPredicate	言う	say					「言った」→「言う」		
428	Who	ホームズ	Holmes		Person					
428	What	429	429		Object					
429	対象文	ホームズはホズマを見つける	Holmes find Hozma							
429	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
429	hasPredicate	見つける	find							
429	Who	ホームズ	Holmes		Person					
429	What	ホズマ	Hozma		Person					
430	対象文	ウィンディバンクは驚いて手袋を落とした	Windybank dropped her gloves in surprise							
430	情報源									
431	hasPredicate	落とす	drop					「落とした」→「落とす」		#ORG:hasPredicate:Drop
430	Who	ウィンディバンク	Windybank		Person					
430	What	手袋	gloves		Object					
431	How	驚いて	Surprised					How		
432	対象文	ウィンディバンクは以下を喜んだ	Windybank was pleased with							
432	情報源									
432	hasPredicate	喜ぶ	rejoice					「喜んだ」→「喜ぶ」		#ORG:hasPredicate:Rejoice
432	Who	ウィンディバンク	Windybank		Person					
432	What	433	433		Object					
433	対象文	ホームズがホズマを見つける	Holmes find Hozma							
433	情報源									
433	hasPredicate	見つける	find							
433	Who	ホームズ	Holmes		Person					
433	Whom	ホズマ	Hozma		Person					
434	対象文	ホームズが以下を言った	Holmes said the following							
434	情報源									
434	hasPredicate	言う	say					「言った」→「言う」		
434	Who	ホームズ	Holmes		Person					
434	What	435-439	435,436,437,438,439		Object					
435	対象文	タイプの手紙は筆跡のように異なる	Type letters differ like handwriting							
435	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
435	hasProperty	異なる	different		#ORG:hasPredicate:Different					
435	What	タイプの手紙	Type letter		Object	MOD	「タイプライタで打たれた？手紙」などにすべきでは？			
435	How	筆跡のように	Like handwriting					How		
436	対象文	ウィンディバンクの手紙では、eが不鮮明である	In the Windybank letter							
436	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
436	hasProperty	不鮮明である	blurred		#ORG:hasProperty:Blurred					
436	What	e	e		Object		whoは変			
436	Where	ウィンディバンクの手紙	letter of Windybank		Object	MOD	where?			
436	and	438	438					andの挿入		
438	対象文	ウィンディバンクの手紙では、rが欠けている	In the Windybank letter							
438	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
438	hasPredicate	欠けている	missing		#ORG:hasPredicate:Missing					
438	What	r	r		Object		whoは変			
438	Where	ウィンディバンクの手紙	letter of Windybank		Object	MOD	where?			
439	対象文	ウィンディバンクの手紙は14の特徴を持つ	Windybank's letter has 14 features							
439	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
439	hasPredicate	持つ	have		#ORG:hasPredicate:Have					
439	What	ウィンディバンクの手紙	letter of Windybank		Object	MOD	whoは変			
439	What	14の特徴	14 features		Object					
440	対象文	ウィンディバンクは以下を言った	Windybank said							
440	情報源									
440	hasPredicate	言う	say					「言った」→「言う」		
440	Who	ウィンディバンク	Windybank		Person					
440	What	441,443	441		Object					
441	対象文	ウィンディバンクの職場は１つの機械を持つ	Windybank's workplace has one machine							
441	情報源	ウィンディバンクの発言	Windybank's remarks					ウィンディバンクの発言		
441	hasPredicate	持つ	have		#ORG:hasPredicate:Have					
441	What	ウィンディバンクの職場	workplace of Windybank		Object	MOD	whoは変			
441	What	１つの機械	One machine		Object	「機械」はおおそらく「ウィンディバンクが手紙を書くときに使ったタイプライタ」だと思うので， それを具体的に書いたほうがいいのでは？				
441	therefore	443	443					thereforeを挿入		
443	対象文	文字が摩滅する	Letters wear out							
443	情報源	ウィンディバンクの発言	Windybank's remarks					ウィンディバンクの発言		
443	hasPredicate	摩滅する	wearOut		#ORG:hasPredicate:Wear out					
443	What	文字	character of type		Object	MOD	whoは変	具体的にした方がいいのでは？		
444	対象文	ホームズは以下を言った	Holmes said the following							
444	情報源									
444	hasPredicate	言う	say					「言った」→「言う」		
444	Who	ホームズ	Holmes		Person					
444	What	445-450	445,446,447,448,449,450		Object					
445	対象文	ホームズは論文（以下）を書いている	Holmes is writing a dissertation (below)							
445	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
445	hasPredicate	書いている	writing							
445	Who	ホームズ	Holmes		Person					
445	What	論文	paper		Object					
445	What	446	446		Object					
446	対象文	タイプライターは犯罪と関係している	Typewriters are involved in crime							
446	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
446	hasProperty	関係している	involved		#ORG:hasPredicate:Involved					
446	What	タイプライター	Typewriter		Object		whoは変			
446	What	犯罪	Crime and		Object		「と」は不要			
447	対象文	ホズマの手紙はタイプで書かれている	letter of Hosma is written in type							
447	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
447	hasPredicate	書かれている	beWritten		#ORG:hasPredicate:is written					
447	What	ホズマの手紙	letter of Hosma		Object	MOD	whoは変			
447	How	タイプ	typewriter				How？	How		
448	対象文	ホズマの手紙では、eが不鮮明である	In letter of Hosma							
448	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
448	hasProperty	不鮮明である	blurred		#ORG:hasProperty:Blurred					
448	What	e	e		Object		whoは変			
448	Where	ホズマの手紙	letter of Hosma		Object	MOD	where？			
449	対象文	ホズマの手紙では、rが欠けている	In the letter of hozma r is missing							
449	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
449	hasPredicate	欠けている	missing		#ORG:hasPredicate:Missing					
449	What	r	r		Object		whoは変			
449	Where	ホズマの手紙	letter of Hosma		Object	MOD	where？			
450	対象文	ホズマの手紙は14の特徴を持つ	letter of Hosma has 14 features							
450	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
450	hasPredicate	持つ	have		#ORG:hasPredicate:Have					
450	What	ホズマの手紙	letter of Hosma		Object	MOD	whoは変			
450	What	14の特徴	14 features		Object					
451	対象文	ウィンディバンクは椅子から跳び上がった	Windybank jumped out of the chair							
451	情報源									
451	hasPredicate	跳び上がる	jumpUp					「跳び上がった」→「跳び上がる」		#ORG:hasPredicate:Jump up
451	Who	ウィンディバンク	Windybank		Person					
451	From	椅子	Chair		Object					
452	対象文	ウィンディバンクは帽子をつかんだ	Windybank grabbed a hat							
452	情報源									
452	hasPredicate	つかむ	grab					「つかんだ」→「つかむ」		#ORG:hasPredicate:Grab
452	Who	ウィンディバンク	Windybank		Person					
452	What	帽子	hat		Object					
453	対象文	ウィンディバンクは以下を言った	Windybank said							
453	情報源									
453	hasPredicate	言う	say					「言った」→「言う」		
453	Who	ウィンディバンク	Windybank		Person					
453	What	454	454		Object					
454	対象文	ウィンディバンクは無駄な時間を持たない	Windybank has no wasted time							
454	情報源	ウィンディバンクの発言	Windybank's remarks					ウィンディバンクの発言		
454	hasPredicate	持たない	notHave		#ORG:hasPredicate:do not have					
454	Who	ウィンディバンク	Windybank		Person					
454	What	無駄な時間	Time wasted		Object					
455	対象文	ウィンディバンクは以下をホームズに頼む	Windybank asks Holmes:							
455	情報源									
455	hasPredicate	頼む	ask							
455	Who	ウィンディバンク	Windybank		Person					
455	What	456	456		Object			IDに変更		
455	Whom	ホームズ	Holmes		Person			Whom		
456	対象文	ホームズがウィンディバンクに知らせる	Holmes Tells Windybank							
456	情報源									
456	hasPredicate	知らせる	inform		#ORG:hasPredicate:Inform					
456	Who	ホームズ	Holmes		Person					
456	Whom	ウィンディバンク	Windybank		Person			Whom		
456	When	458	458					whenを挿入		
458	対象文	ホームズがホズマを捕まえる	Holmes catches Hozma							
458	情報源									
458	hasPredicate	捕まえる	catch							
458	Who	ホームズ	Holmes		Person					
458	Whom	ホズマ	Hozma		Person					
459	対象文	ホームズは扉をロックした	Holmes locked the door							
459	情報源									
459	hasPredicate	ロックする	lock					「ロックした」→「ロックする」		#ORG:hasPredicate:Lock
459	Who	ホームズ	Holmes		Person					
459	What	扉	door		Object					
460	対象文	ホームズは以下を言った	Holmes said the following							
460	情報源									
460	hasPredicate	言う	say					「言った」→「言う」		
460	Who	ホームズ	Holmes		Person					
460	What	461	461		Object					
461	対象文	ホームズはホズマを捕まえた	Holmes caught Hozma							
461	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
461	hasPredicate	捕まえる	catch					「捕まえた」→「捕まえる」		
461	Who	ホームズ	Holmes		Person					
461	What	ホズマ	Hozma		Person					
462	対象文	ウィンディバンクはホズマの居場所をホームズに尋ねた	Windybank asked Holmes where Hozma was							
462	情報源									
462	hasPredicate	尋ねる	ask					「尋ねた」→「尋ねる」		
462	Who	ウィンディバンク	Windybank		Person					
462	What	ホズマの居場所	Place		Object					
462	Whom	ホームズ	Holmes		Person			Whom		
463	対象文	ウィンディバンクの唇は真っ青だった	Windybank's lips were deep blue							
463	情報源									
463	hasProperty	真っ青だ	blue					「真っ青だった」→「真っ青だ」		#ORG:hasProperty:Blue
463	Who	ウィンディバンクの唇	lip of Windybank		Object	MOD	whoは変			
464	対象文	ウィンディバンクは回りを見まわした	Windybank looked around							
464	情報源									
464	hasPredicate	見まわす	lookAround					「見まわした」→「見まわす」		#ORG:hasPredicate:Look around
464	Who	ウィンディバンク	Windybank		Person					
464	What	回り	Around		Object					
465	対象文	ホームズは以下を言った	Holmes said the following							
465	情報源									
465	hasPredicate	言う	say					「言った」→「言う」		
465	Who	ホームズ	Holmes		Person					
465	What	466	466		Object					
466	対象文	ウィンディバンクはホームズから逃げられない	Windybank can not escape from Holmes							
466	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
466	hasPredicate	逃げられない	cannotEscape		#ORG:hasPredicate:can not escape					
466	Who	ウィンディバンク	Windybank		Person					
466	From	ホームズ	Holmes		Person			From		
467	対象文	ウィンディバンクは椅子に座った	Windybank sat in a chair							
467	情報源									
467	hasPredicate	座る	sit					「座った」→「座る」		
467	Who	ウィンディバンク	Windybank		Person					
467	On	椅子	Chair							
468	対象文	ウィンディバンクの顔は死んだようだった	Windybank's face seemed dead							
468	情報源									
468	hasProperty	みえる	seem			2019/8/24 古崎修正		「死んだようだった」→「死んだようだ」		#ORG:hasProperty:Seems to
468	Who	ウィンディバンクの顔	face of Windybank		Object	MOD	whoは変			
468	What	死んだよう	dead							
469	対象文	ウィンディバンクの額は冷や汗を持つ	Windybank's forehead has cold sweat							
469	情報源									
469	hasPredicate	持つ	have		#ORG:hasPredicate:Have					
469	What	ウィンディバンクの顔	face of Windybank		Object	MOD	whoは変			
469	What	冷や汗	cold sweat		Object					
470	対象文	ウィンディバンクは以下を言った	Windybank said							
470	情報源									
470	hasPredicate	言う	say					「言った」→「言う」		
470	Who	ウィンディバンク	Windybank		Person					
470	What	471	471		Object					
471	対象文	ホームズはウィンディバンクを訴えない	Holmes does not sue Windybank							
471	情報源	ウィンディバンクの発言	Windybank's remarks					ウィンディバンクの発言		
471	hasPredicate	訴えない	notComplain		#ORG:hasPredicate:Do not complain					
471	Who	ホームズ	Holmes		Person					
471	What	ウィンディバンク	Windybank		Person					
472	対象文	ホームズは以下を言った	Holmes said the following							
472	情報源									
472	hasPredicate	言う	say					「言った」→「言う」		
472	Who	ホームズ	Holmes		Person					
472	What	473-507	473-507		Object					
473	対象文	ホームズは残念である	Holmes is sorry							
473	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
473	hasProperty	残念である	pity		#ORG:hasProperty:It is a pity					
473	Who	ホームズ	Holmes		Person					
474	対象文	ホームズは初めて残酷で身勝手なごまかしに会った	Holmes first met a cruel and selfish treat							
474	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
474	hasPredicate	会う	meet					「会った」→「会う」		
474	Who	ホームズ	Holmes		Person					
474	How	残酷で身勝手な	cruel AND selfish 			MOD	「で」は不要，残酷はごまかしに係るのでHowではないのでは？省略しては？	How		
474	What	ごまかし	treat		Object	MOD	「に」は不要			
475	対象文	ウィンディバンクはサザランドの母とお金のために結婚した	Windybank married for money with mother of Sutherland							
475	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
475	hasPredicate	結婚する	getMarried					「結婚した」→「結婚する」		#ORG:hasPredicate:Get married
475	Who	ウィンディバンク	Windybank		Person					
475	What	サザランドの母	mother of Sutherland		Person	MOD	人物名チェック			
475	Why	お金	money				what?	Why		
476	対象文	ウィンディバンクはサザランドの金が使える	Windybank can use Sutherland gold							
476	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
476	hasPredicate	使える	canBeUsed		#ORG:hasPredicate:It can be used					
476	Who	ウィンディバンク	Windybank		Person					
476	What	サザランドの金	money of Sutherland		Object			What		
476	When	478	478				at the same time?	whenを挿入		
478	対象文	ウィンディバンクがサザランドと住んでいる	Windybank lives with Sutherland							
478	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
478	hasPredicate	住んでいる	live							
478	Who	ウィンディバンク	Windybank		Person					
478	What	サザランド	Sutherland		Object		what?，「と」は不要			
479	対象文	サザランドの金は大金である	Sutherland's money is big money							
479	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
479	hasProperty	大金である	large money		#ORG:hasProperty:It is a lot of money	MOD				
479	Who	サザランドの金	money of Sutherland		Object		whoは変			
480	対象文	ウィンディバンクはサザランドの金が欲しい	Windybank Wants Sutherland Gold							
480	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
480	hasPredicate	欲しい	want		#ORG:hasPredicate:Want					
480	Who	ウィンディバンク	Windybank		Person					
480	What	サザランドの金	money of Sutherland		Object			What		
481	対象文	サザランドはお人好しである	Sutherland is funny							
481	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
481	hasProperty	お人好しである	friendly		#ORG:hasProperty:Be friendly					
481	Who	サザランド	Sutherland		Person					
482	対象文	サザランドは情と思いやりを持つ	Sutherland has emotions and compassion							
482	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
482	hasPredicate	持つ	have		#ORG:hasPredicate:Have					
482	Who	サザランド	Sutherland		Person					
482	What	情	Love		Object					
482	What	思いやり	Compassion		Object					
483	対象文	サザランドの性格は良い	The character of Sutherland is good							
483	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
483	hasPredicate	良い	good							
483	Who	サザランドの性格	character of Sutherland		Object	MOD	whoは変			
484	対象文	サザランドは金を持っている	Sutherland has money							
484	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
484	hasPredicate	持っている	have							
484	Who	サザランド	Sutherland		Person					
484	What	金	Money		Object					
484	therefore	486	486					thereforeを挿入		
486	対象文	サザランドはすぐに結婚する	Sutherland gets married soon			主語に当たる「サザランド」がない				
486	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
486	hasPredicate	結婚する	getMarried		#ORG:hasPredicate:Get married					
486	How	すぐに	Immediately					How		
486	then	488	488					thenを挿入		
488	対象文	ウィンディバンクは1年で100ポンドを失う	Windybank loses 100 pounds in a year							
488	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
488	hasPredicate	失う	lose							
488	Who	ウィンディバンク	Windybank		Person			Who		
488	What	100ポンド	100 GBP		Object	MOD				
488	When	1年	1 year							
488	therefore	490	490					thereforeを挿入		
490	対象文	ウィンディバンクはサザランドを家から出さない	Windybank will not leave Sutherland from home							
490	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
490	hasPredicate	出さない	notIssue		#ORG:hasPredicate:Not issued					
490	Who	ウィンディバンク	Windybank		Person					
490	What	サザランド	Sutherland		Person					
490	From	家	House of Windybank		Object	MOD		From		
491	対象文	ウィンディバンクはサザランドに同年代の人間との交際を禁じる	Windybank prohibits Sutherland from dating with people of the same age				2文に分けてはどうか？			
491	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
491	hasPredicate	禁じる	prohibit		#ORG:hasPredicate:Prohibit					
491	Who	ウィンディバンク	Windybank		Person					
491	To	サザランド	Sutherland		Person	MOD		Whom		
491	What	同年代の人間との交際	relation of same-aged people		Object	MOD				
492	対象文	上記は続かない	The above does not continue							
492	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
492	hasPredicate	続かない	notContinue		#ORG:hasPredicate:not continue					
492	Who	491	491		Object		whoは変	IDに変更		
493	対象文	サザランドはウィンディバンクに反抗する	Sutherland defy Windybank							
493	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
493	hasPredicate	反抗する	rebel		#ORG:hasPredicate:Rebel					
493	Who	サザランド	Sutherland		Person					
493	Whom	ウィンディバンク	Windybank		Person			Whom		
494	対象文	サザランドは権利を主張する	Sutherland claims rights							
494	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
494	hasPredicate	主張する	insist		#ORG:hasPredicate:Insist					
494	Who	サザランド	Sutherland		Person					
494	What	権利	right of Sutherland		Object	MOD				
495	対象文	サザランドは舞踏会に行きたい	Sutherland wants to go to a ball							
495	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
495	hasPredicate	行きたい	wantToGo		#ORG:hasPredicate:want to go					
495	Who	サザランド	Sutherland		Person					
495	Where	舞踏会	Dance		Object		舞踏会の英語表記は統一すべき（danceとball）			
496	対象文	ウィンディバンクはサザランドの母の助けを得る	Windybank gets the help of mother of Sutherland							
496	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
496	hasPredicate	得る	obtain							
496	Who	ウィンディバンク	Windybank		Person					
496	What	サザランドの母の助け	help of mother of Sutherland		Object	MOD				
497	対象文	ウィンディバンクは変装する	Windybank disguises							
497	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
497	hasPredicate	変装する	disguise		#ORG:hasPredicate:Disguise					
497	Who	ウィンディバンク	Windybank		Person					
498	対象文	ウィンディバンクは色眼鏡を着けた	Windybank wore colored glasses							
498	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
498	hasPredicate	着ける	wear					「着けた」→「着ける」		
498	Who	ウィンディバンク	Windybank		Person					
498	What	色眼鏡	Color glasses		Object					
499	対象文	ウィンディバンクは口髭頬髯を着けた	Windybank wore a mustache							
499	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
499	hasPredicate	着ける	wear					「着けた」→「着ける」		
499	Who	ウィンディバンク	Windybank		Person					
499	What	口髭	mustache		Object	MOD	分割すべきでは？			
499	What	頬髯	whiskers		Object	MOD	分割すべきでは？			
500	対象文	ウィンディバンクはささやいた	Windybank whispered							
500	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
500	hasPredicate	ささやく	whisper					「ささやいた」→「ささやく」		#ORG:hasPredicate:Whisper
500	Who	ウィンディバンク	Windybank		Person					
501	対象文	変装は安全である	Disguise is safe							
501	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
501	hasProperty	安全である	safe							
501	Who	変装	disguise		Object		whoは変			
501	because	503	503					becauseを挿入		
503	対象文	サザランドは近眼である	Sutherland is nearsighted							
503	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
503	hasProperty	近眼である	close eye							
503	Who	サザランド	Sutherland		Person					
504	対象文	ウィンディバンクはホズマである	Windybank is Hozma							
504	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
504	hasPredicate	である	equalsTo			MOD	equalTo		#ORG:hasProperty:is	
504	What	ホズマ	Hozma		Person	MOD	equalTo		#ORG:hasProperty:Hozma	
504	Who	ウィンディバンク	Windybank		Person					
505	対象文	ウィンディバンクはサザランドから他人を追い払う	Windybank chases others from Sutherland							
505	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
505	hasPredicate	追い払う	chaseAway		#ORG:hasPredicate:Chase away					
505	Who	ウィンディバンク	Windybank		Person					
505	From	サザランド	Sutherland		Person			From		
505	What	他人	others		Object					
505	because	507	507					becauseを挿入		
507	対象文	サザランドがウィンディバンクを愛する	Sutherland loves Windybank							
507	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
507	hasPredicate	愛する	love							
507	Who	サザランド	Sutherland		Person					
507	What	ウィンディバンク	Windybank		Person					
508	対象文	ウィンディバンクは以下を思わなかった	Windybank did not think of							
508	情報源									
508	hasPredicate	思わない	notThink					「思わなかった」→「思わない」		#ORG:hasPredicate:not think
508	Who	ウィンディバンク	Windybank		Person					
508	What	509	509		Object			IDに変更		
509	対象文	ウィンディバンクはサザランドの心を奪う	Windybank robs Sutherland			意味を表現できている？				
509	情報源	ウィンディバンクの発言	Windybank's remarks					ウィンディバンクの発言		
509	hasPredicate	奪う	rob							
509	Who	ウィンディバンク	Windybank		Person					
509	What	サザランドの心	heart of Sutherland		Object	MOD				
510	対象文	ホームズは以下を言った	Holmes said the following							
510	情報源									
510	hasPredicate	言う	say					「言った」→「言う」		
510	Who	ホームズ	Holmes		Person					
510	What	511-512,514-538	511,512		Object		和訳と英訳合わせる			
511	対象文	サザランドはホズマを愛した	Sutherland loved Hozma							
511	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
511	hasPredicate	愛する	love					「愛した」→「愛する」		
511	Who	サザランド	Sutherland		Person					
511	What	ホズマ	Hozma		Person					
512	対象文	サザランドは以下を思っている	Sutherland thinks that							
512	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
512	hasPredicate	思っている	thinking							
512	Who	サザランド	Sutherland		Person					
512	What	513	513		Object					
513	対象文	ウィンディバンクはフランスにいる	Windybank is in France							
513	情報源	サザランドの考え	Sutherland's thoughts					サザランドの考え		
513	hasPredicate	いる	exist		#ORG:hasPredicate:Are					
513	Who	ウィンディバンク	Windybank		Person					
513	Where	フランス	France		Place					
514	対象文	サザランドの思いはサザランドの母の賞賛で増す	Sutherland's thoughts grow with Sutherland&#39;s mother&#39;s praise				2文に分けてはどうか？			
514	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
514	hasPredicate	増す	increase		#ORG:hasPredicate:Increase					
514	Who	サザランドの思い	thought of Sutherland		Object	MOD				
514	Why	サザランドの母の賞賛	praise of mother of Sutherland			MOD	「で」は不要	Why		
515	対象文	ホズマはサザランドと何度も会った	Hozma met Sutherland many times							
515	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
515	hasPredicate	会う	meet					「会った」→「会う」		
515	Who	ホズマ	Hozma		Person					
515	What	サザランド	Sutherland		Object		「と」は不要，typeはperson			
515	How	何度も	Many times					How		
516	対象文	ウィンディバンクは安心した	Windybank was relieved							
516	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
516	hasPredicate	安心する	feelRelieved					「安心した」→「安心する」		#ORG:hasPredicate:feel relieved
516	Who	ウィンディバンク	Windybank		Person					
516	when	518	518				at the same time	whenを挿入		
518	対象文	ウィンディバンクはサザランドと婚約する	Windybank gets engaged with Sutherland							
518	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
518	hasPredicate	婚約する	getEngaged		#ORG:hasPredicate:Get engaged					
518	Who	ウィンディバンク	Windybank		Person					
518	What	サザランド	Sutherland		Object		「と」は不要，typeはperson			
519	対象文	サザランドの愛は他人に行かない	Sutherland's love does not go to others			「他人に行かない」は表現を変えたほうが良いのでは？				
519	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
519	hasPredicate	行かない	notGo		#ORG:hasPredicate:Do not go					
519	Who	サザランドの愛	love of Sutherland		Object	MOD	whoは変			
519	To	他人	others		Object			To		
520	対象文	永遠に、ウィンディバンクはサザランドを騙せない	Forever, Windybank can't fool Sutherland			MOD				
520	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
520	hasPredicate	騙せない	cannotCheat		#ORG:hasPredicate:I can not lose weight	MOD				
520	When	永遠	Forever							
520	Who	ウィンディバンク	Windybank		Person					
520	What	サザランド	Sutherland		Person					
521	対象文	ウィンディバンクは以下が必要である	Windybank needs:							
521	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
521	hasPredicate	必要である	need		#ORG:hasProperty:is necessary	MOD				
521	Who	ウィンディバンク	Windybank		Person					
521	What	522	522		Object		whoは変	IDに変更		
522	対象文	ウィンディバンクは劇的にサザランドと別れる	Windybank breaks up with Sutherland dramatically							
522	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
522	hasPredicate	別れる	breakUp		#ORG:hasPredicate:break up					
522	Who	ウィンディバンク	Windybank		Person					
522	What	サザランド	Sutherland		Object		「と」は不要，typeはperson			
522	How	劇的に	Dramatically				「に」は不要	How		
522	then	524	524					thenを挿入		
524	対象文	永遠に、サザランドの心はウィンディバンクを刻む	Forever				永遠にサザランドはウィンディバンクを愛する，くらいでは？			
524	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
524	hasPredicate	刻む	engrave							
524	Who	サザランドの心	heart of Sutherland		Object	MOD	whoは変			
524	When	永遠	Forever							
524	What	ウィンディバンク	Windybank		Person					
525	対象文	当分の間、サザランドは他人を愛さない	For the time being							
525	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
525	hasPredicate	愛さない	notLove		#ORG:hasPredicate:not love					
525	Who	サザランド	Sutherland		Person					
525	What	他人	others		Object					
525	When	当分の間	For the time being							
525	therefore	526	526					thereforeを挿入		
527	対象文	ウィンディバンクはサザランドに聖書で誓わせた	Windybank made Sutherland swear in the Bible							
527	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
527	hasPredicate	誓わせる	swear					「誓わせた」→「誓わせる」		#ORG:hasPredicate:Swear
527	Who	ウィンディバンク	Windybank		Person					
527	Whom	サザランド	Sutherland		Person			Whom		
527	How	聖書	bible			MOD	How?	How		
528	対象文	ウィンディバンクは以下をほのめかした	Windybank hints at							
528	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
528	hasPredicate	ほのめかす	imply					「ほのめかした」→「ほのめかす」		
528	Who	ウィンディバンク	Windybank		Person					
528	What	529	529		Object			IDに変更		
529	対象文	結婚式の当日の朝に事件が起こる	An incident occurs on the morning of the wedding day							
529	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
529	hasPredicate	起こる	occur		#ORG:hasPredicate:Occur					
529	What	事件	Incident		Object		whoは変			
529	When	結婚式の当日の朝	morning of wedding day			MOD				
530	対象文	ウィンディバンクは以下を望んだ	Windybank wanted to							
530	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
530	hasPredicate	望む	wish					「望んだ」→「望む」		#ORG:hasPredicate:Wish
530	Who	ウィンディバンク	Windybank		Person					
530	What	531	531		Object			IDに変更		
531	対象文	サザランドがホズマに縛られる	Sutherland tied to Hosma							
531	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
531	hasPredicate	縛られる	beTiedUp		#ORG:hasPredicate:tied up					
531	Who	サザランド	Sutherland		Person					
531	Whom	ホズマ	Hozma		Person			Whom		
532	対象文	サザランドが他人を愛さない	Sutherland does not love others							
532	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
532	hasPredicate	愛さない	notLove		#ORG:hasPredicate:Do not love					
532	Who	サザランド	Sutherland		Person					
532	What	他人	others		Object					
532	because	534	534					becauseを挿入		
534	対象文	ホズマの生死が不明である	Life and death of Hozma is unknown							
534	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
534	hasProperty	不明である	unknown		#ORG:hasProperty:Unknown					
534	Who	ホズマの生死	Life of Hozma AND death of Hozma		Object	MOD	whoは変			
535	対象文	ウィンディバンクは教会にサザランドを運んだ	Windybank carried Sutherland to the church							
535	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
535	hasPredicate	運ぶ	carry					「運んだ」→「運ぶ」		#ORG:hasPredicate:Carry
535	Who	ウィンディバンク	Windybank		Person					
535	To	教会	Church		Object			To		
535	What	サザランド	Sutherland		Person					
535	then	537	537					thenを挿入		
537	対象文	ウィンディバンクは消えた	Windybank has disappeared							
537	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
537	hasPredicate	消える	disappear					「消えた」→「消える」		#ORG:hasPredicate:Disappear
537	Who	ウィンディバンク	Windybank		Person					
538	対象文	ウィンディバンクは反対の戸から出た	Windybank came out of the opposite door							
538	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
538	hasPredicate	出る	goOut					「出た」→「出る」		#ORG:hasPredicate:Go out
